,Unnamed: 0,Unnamed: 0.1,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature,inappropriate_type,flat_roof,gabled_roof,round_roof
221,221,1221,Seattle3,88,203.649794201569,2,0.6,0.79,0.0,11.08,0,0,0,0
222,222,1222,Seattle3,88,142.466547849389,2,0.6,0.79,0.0,11.2,0,0,0,0
223,223,1223,Seattle3,88,5746.40431383682,2,0.6,0.79,0.0,11.2,0,0,0,0
224,224,1224,Seattle3,88,127.405475806854,2,0.6,0.79,0.0,11.2,0,1,0,0
225,225,1225,Seattle3,88,167.823013974364,2,0.6,0.79,0.0,11.2,0,0,0,0
226,226,1226,Seattle3,88,188.303284428018,2,0.6,0.79,0.0,11.2,0,0,0,0
227,227,1227,Seattle3,88,219.918717746316,2,0.6,0.79,0.0,11.2,0,0,0,0
228,228,1228,Seattle3,88,16.7668966118719,2,0.6,0.79,0.0,11.2,0,0,0,0
229,229,1229,Seattle3,88,93.54669576290121,2,0.6,0.79,0.0,11.08,0,0,0,0
230,230,1230,Seattle3,88,41.4890960141189,2,0.6,0.79,0.0,11.2,0,0,0,0
231,231,1231,Seattle3,88,99.9161432276425,2,0.6,0.79,0.0,11.2,0,0,0,0
232,232,1232,Seattle3,88,89.34209888932929,2,0.6,0.79,0.0,11.2,0,0,0,0
233,233,1233,Seattle3,88,194.49183305551102,2,0.6,0.79,0.0,11.2,0,0,0,0
234,234,1234,Seattle3,88,153.25876610137,2,0.6,0.79,0.0,11.2,0,0,0,0
235,235,1235,Seattle3,88,101.05860705083,2,0.6,0.79,0.0,11.08,0,0,0,0
236,236,1236,Seattle3,88,235.396319346011,2,0.6,0.79,0.0,11.2,0,0,0,0
237,237,1237,Seattle3,88,131.87201263352898,2,0.6,0.79,0.0,11.2,0,0,0,0
238,238,1238,Seattle3,88,114.480593237585,2,0.6,0.79,0.0,11.2,0,1,0,0
239,239,1239,Seattle3,88,96.96582773406841,2,0.6,0.79,0.0,11.08,0,0,0,0
240,240,1240,Seattle3,88,136.807921381764,2,0.6,0.79,0.0,11.2,0,0,0,0
241,241,1241,Seattle3,88,110.92040269556499,2,0.6,0.79,0.0,11.2,0,1,0,0
242,242,1242,Seattle3,88,164.502033323949,2,0.6,0.79,0.0,11.2,0,0,0,0
243,243,1243,Seattle3,88,119.39010211004499,2,0.6,0.79,0.0,11.2,0,0,0,1
244,244,1244,Seattle3,88,213.58676557073002,2,0.6,0.79,0.0,11.2,0,0,0,0
245,245,1245,Seattle3,88,200.357132775857,2,0.6,0.79,0.0,11.2,0,0,0,0
246,246,1246,Seattle3,88,125.457449794333,2,0.6,0.79,0.0,11.2,0,0,0,0
247,247,1247,Seattle3,88,137.98486690319402,2,0.6,0.79,0.0,11.08,0,0,0,0
248,248,1248,Seattle3,88,127.726485688241,2,0.6,0.79,0.0,11.2,1,0,0,0
249,249,1249,Seattle3,88,28.560317615559892,2,0.6,0.79,0.0,11.2,0,0,0,0
250,250,1250,Seattle3,88,40.8722508452589,2,0.6,0.79,0.0,11.2,0,0,0,0
251,251,1251,Seattle3,88,127.716450939118,2,0.6,0.79,0.0,11.2,0,0,1,0
252,252,1252,Seattle3,88,171.719363691013,2,0.6,0.79,0.0,11.2,0,0,0,0
253,253,1253,Seattle3,88,196.31707674829102,2,0.6,0.79,0.0,11.2,0,0,0,0
254,254,1254,Seattle3,88,163.625478878028,2,0.6,0.79,0.0,11.2,0,0,1,0
255,255,1255,Seattle3,88,167.219289101684,2,0.6,0.79,0.0,11.2,0,0,0,0
256,256,1256,Seattle3,88,251.25754730872998,2,0.6,0.79,0.0,11.2,0,0,0,0
257,257,1257,Seattle3,88,144.669256538741,2,0.6,0.79,0.0,11.2,0,0,0,0
258,258,1258,Seattle3,88,38.9439059982709,2,0.6,0.79,0.0,11.08,0,0,0,0
259,259,1259,Seattle3,88,213.894652479655,2,0.6,0.79,0.0,11.2,0,0,0,0
260,260,1260,Seattle3,88,189.244199301959,2,0.6,0.79,0.0,11.2,0,0,0,0
261,261,1261,Seattle3,88,191.94483970629292,2,0.6,0.79,0.0,11.08,0,0,0,0
262,262,1262,Seattle3,88,245.20899043820305,2,0.6,0.79,0.0,11.2,0,0,0,0
263,263,1263,Seattle3,88,29.979121257462698,2,0.6,0.79,0.0,11.2,0,0,0,0
264,264,1264,Seattle3,88,5413.376150909221,2,0.6,0.79,0.0,11.08,0,0,0,0
265,265,1265,Seattle3,88,258.157964345907,2,0.6,0.79,0.0,11.2,0,0,0,0
266,266,1266,Seattle3,88,115.901307036712,2,0.6,0.79,0.0,11.2,1,0,0,0
267,267,1267,Seattle3,88,146.39972507424102,2,0.6,0.79,0.0,11.2,0,0,0,1
268,268,1268,Seattle3,88,281.259019691851,2,0.6,0.79,0.0,11.08,0,0,0,0
269,269,1269,Seattle3,88,126.288793480969,2,0.6,0.79,0.0,11.2,0,0,0,0
270,270,1270,Seattle3,88,146.424695196356,2,0.6,0.79,0.0,11.08,0,1,0,0
271,271,1271,Seattle3,88,244.398682492629,2,0.6,0.79,0.0,11.2,0,0,0,0
272,272,1272,Seattle3,88,79.51648763834059,2,0.6,0.79,0.0,11.2,0,0,1,0
273,273,1273,Seattle3,88,113.01845578404101,2,0.6,0.79,0.0,11.2,0,0,0,0
274,274,1274,Seattle3,88,131.15878425947702,2,0.6,0.79,0.0,11.2,0,0,0,0
275,275,1275,Seattle3,88,177.165170928625,2,0.6,0.79,0.0,11.2,0,1,0,0
276,276,1276,Seattle3,88,165.21967047754802,2,0.6,0.79,0.0,11.08,0,0,0,0
