,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature
291,Berlin3,83,50.8732637447373,46,0.61,0.7,15,11.58
292,Berlin3,73,208.189976450582,514,0.61,0.7,0,11.58
293,Berlin3,83,181.432242166778,213,0.61,0.7,15,11.58
294,Berlin3,77,183.33777690122398,131,0.61,0.7,15,11.58
295,Berlin3,83,33.1720105356473,511,0.61,0.7,0,11.57
296,Berlin3,82,697.515794686697,70,0.61,0.7,11,11.56
297,Berlin3,83,1382.96527890568,285,0.61,0.7,11,11.58
298,Berlin3,83,604.768549909514,73,0.61,0.7,12,11.58
299,Berlin3,82,254.399947316246,300,0.61,0.7,9,11.56
300,Berlin4,72,221.39592042731002,72,0.61,0.69,36,11.58
301,Berlin4,72,537.477086144297,17,0.61,0.69,37,11.58
302,Berlin4,72,2060.68879578745,59,0.61,0.69,25,11.58
303,Berlin4,65,1163.52447914355,201,0.61,0.69,30,11.6
304,Berlin4,72,87.87821937057119,24,0.61,0.69,25,11.58
305,Berlin4,72,3501.3587310084804,35,0.61,0.69,34,11.58
306,Berlin4,75,224.589345703271,104,0.61,0.69,20,11.62
307,Berlin4,75,2920.1168944014803,248,0.61,0.69,21,11.62
308,Berlin4,75,953.875747572323,10,0.61,0.69,20,11.62
309,Berlin4,65,398.464211042955,59,0.61,0.69,55,11.6
310,Berlin4,75,30.227494483495104,151,0.61,0.69,17,11.62
311,Berlin4,75,904.381690401774,273,0.61,0.69,21,11.62
312,Berlin4,72,399.919994531718,27,0.61,0.69,25,11.58
313,Berlin4,72,671.561896109122,179,0.61,0.69,40,11.58
314,Berlin4,72,109.13399670682301,23,0.61,0.69,20,11.58
315,Berlin4,75,515.1686996853131,159,0.61,0.69,7,11.62
316,Berlin4,65,862.938245167241,26,0.61,0.69,14,11.6
317,Berlin4,72,464.93408372824007,193,0.61,0.69,27,11.58
318,Berlin4,72,30.5625495152248,168,0.61,0.69,29,11.58
319,Berlin4,72,8.50977386711105,191,0.61,0.69,38,11.58
320,Berlin4,65,791.1878052687309,116,0.61,0.69,18,11.6
321,Berlin4,75,271.689168927847,197,0.61,0.69,26,11.62
322,Berlin4,75,246.040631630149,192,0.61,0.69,7,11.62
323,Berlin4,75,1281.97299057159,114,0.61,0.69,22,11.62
324,Berlin4,65,434.698172982721,15,0.61,0.69,11,11.6
325,Berlin4,72,558.858395618985,107,0.61,0.69,13,11.58
326,Berlin4,72,765.6721245460401,135,0.61,0.69,42,11.58
327,Berlin4,72,2163.75450077885,185,0.61,0.69,44,11.58
328,Berlin4,65,734.5582133367,45,0.61,0.69,37,11.6
329,Berlin4,72,501.771326402512,130,0.61,0.69,29,11.58
330,Berlin4,72,43.068526914731706,130,0.61,0.69,43,11.58
331,Berlin4,72,2063.1154887374105,146,0.61,0.69,7,11.58
332,Berlin4,75,862.250286278614,40,0.61,0.69,19,11.62
333,Berlin4,72,104.558177107285,22,0.61,0.69,22,11.58
334,Berlin4,72,438.45255185731696,52,0.61,0.69,29,11.58
335,Berlin4,72,191.68505335291303,95,0.61,0.69,22,11.58
336,Berlin4,84,734.445636165507,35,0.61,0.69,15,11.62
337,Berlin4,72,159.485689721561,23,0.61,0.69,22,11.58
338,Berlin4,65,5108.56872027019,53,0.61,0.69,43,11.6
339,Berlin4,72,112.04499115174102,52,0.61,0.69,37,11.58
